num_target;      la; isd;  niter;     tex; tr_acc; te_acc;        L*;
         4;  0.0000;   7; 125126;  0.7541;  100.0;  100.0;  9.64e-06;
         4;  0.0100;   1;     58;  0.0383;  100.0;  100.0;  2.51e-02;
         4;  0.0100;   3;     54;  0.0308;  100.0;  100.0;  2.51e-02;
         4;  0.0100;   7;   2751;  0.0237;  100.0;  100.0;  2.71e-02;
         4;  0.1000;   1;     27;  0.0284;  100.0;  100.0;  9.07e-02;
         4;  0.1000;   3;     19;  0.0215;  100.0;  100.0;  9.07e-02;
         4;  0.1000;   7;   2751;  0.0244;   98.4;  100.0;  1.22e-01;
         5;  0.0000;   1;    123;  0.0636;  100.0;   99.6;  5.40e-07;
         5;  0.0000;   3;      6;  0.0089;  100.0;  100.0;  4.88e-11;
         5;  0.0000;   7;   2126;  0.0207;  100.0;   99.6;  3.66e-04;
         5;  0.0100;   1;    110;  0.0649;  100.0;  100.0;  3.51e-02;
         5;  0.0100;   3;     51;  0.0314;  100.0;  100.0;  3.51e-02;
         5;  0.0100;   7;   2001;  0.0194;  100.0;  100.0;  4.61e-02;
         5;  0.1000;   1;     37;  0.0297;  100.0;   99.2;  1.15e-01;
         5;  0.1000;   3;     18;  0.0197;  100.0;   99.2;  1.15e-01;
         5;  0.1000;   7;   2751;  0.0238;   88.0;   98.8;  1.85e-01;
         6;  0.0000;   1;    157;  0.0842;  100.0;   99.2;  1.02e-06;
         6;  0.0000;   3;      7;  0.0096;  100.0;   99.6;  7.91e-32;
         6;  0.0000;   7;   1376;  0.0157;  100.0;   99.6;  4.00e-03;
         6;  0.0100;   1;    120;  0.0663;  100.0;   99.2;  4.35e-02;
         6;  0.0100;   3;     48;  0.0296;  100.0;   99.2;  4.35e-02;
         6;  0.0100;   7;   2751;  0.0237;   96.0;   99.6;  7.96e-02;
         6;  0.1000;   1;     34;  0.0303;   99.2;   98.8;  1.27e-01;
         6;  0.1000;   3;     19;  0.0191;   99.2;   98.8;  1.27e-01;
         6;  0.1000;   7;   2001;  0.0193;   48.8;   89.2;  3.42e-01;
         7;  0.0000;   1;    148;  0.0731;  100.0;  100.0;  7.93e-07;
         7;  0.0000;   3;     26;  0.0180;  100.0;   99.6;  3.34e-08;
         7;  0.0000;   7; 125126;  0.7565;  100.0;  100.0;  3.06e-05;
         7;  0.0100;   1;     72;  0.0466;   99.2;   99.6;  3.17e-02;
         7;  0.0100;   3;     56;  0.0317;   99.2;   99.6;  3.17e-02;
         7;  0.0100;   7;   2251;  0.0208;   98.8;   99.6;  4.69e-02;
         7;  0.1000;   1;     27;  0.0256;   99.2;   98.4;  9.99e-02;
         7;  0.1000;   3;     16;  0.0188;   99.2;   98.4;  9.99e-02;
         7;  0.1000;   7;   2751;  0.0237;   47.6;   89.2;  2.84e-01;
         8;  0.0000;   1;   1001;  0.4555;  100.0;   92.0;  1.01e-04;
         8;  0.0000;   3;     18;  0.0141;   98.8;   94.8;  1.20e-02;
         8;  0.0000;   7;   1376;  0.0157;   96.8;   98.0;  3.05e-02;
         8;  0.0100;   1;    287;  0.1356;   99.2;   94.8;  8.21e-02;
         8;  0.0100;   3;     54;  0.0305;   99.2;   94.8;  8.21e-02;
         8;  0.0100;   7;   1501;  0.0163;   96.0;   98.0;  1.08e-01;
         8;  0.1000;   1;     42;  0.0307;   88.4;   80.0;  1.72e-01;
         8;  0.1000;   3;     19;  0.0192;   88.4;   80.0;  1.72e-01;
         8;  0.1000;   7;   2876;  0.0244;   49.6;   89.2;  2.98e-01;
         9;  0.0000;   1;   1001;  0.4532;  100.0;   98.4;  1.89e-06;
         9;  0.0000;   3;   1001;  0.2827;   98.0;   97.2;  1.63e-02;
         9;  0.0000;   7;   1501;  0.0168;   98.4;  100.0;  1.41e-02;
         9;  0.0100;   1;    216;  0.1074;   98.4;   98.4;  6.51e-02;
         9;  0.0100;   3;     51;  0.0307;   98.4;   98.4;  6.51e-02;
         9;  0.0100;   7;   4751;  0.0363;   89.2;   97.2;  1.36e-01;
         9;  0.1000;   1;     48;  0.0398;   96.4;   92.8;  1.57e-01;
         9;  0.1000;   3;     19;  0.0241;   96.4;   92.8;  1.57e-01;
         9;  0.1000;   7;   4126;  0.0328;   49.2;   90.8;  3.66e-01;
         0;  0.0000;   1;    431;  0.2030;  100.0;   98.8;  1.12e-06;
         0;  0.0000;   3;    120;  0.0518;  100.0;   98.4;  1.13e-38;
         0;  0.0000;   7;   1501;  0.0165;   99.2;   99.6;  6.14e-03;
         0;  0.0100;   1;    166;  0.0890;   99.6;   99.2;  5.22e-02;
         0;  0.0100;   3;     47;  0.0297;   99.6;   99.2;  5.22e-02;
         0;  0.0100;   7;   2626;  0.0232;   98.8;   99.6;  6.14e-02;
         0;  0.1000;   1;     36;  0.0290;   99.2;   98.0;  1.42e-01;
         0;  0.1000;   3;     18;  0.0183;   99.2;   98.0;  1.42e-01;
         0;  0.1000;   7;   2876;  0.0247;   94.8;   95.2;  1.66e-01;
