num_target;      la; isd;  niter;     tex; tr_acc; te_acc;        L*;
         6;  0.1000;   1;     41;  0.0314;   99.6;   98.0;  1.25e-01;
         6;  0.1000;   3;     17;  0.0192;   99.6;   98.0;  1.25e-01;
         6;  0.1000;   7;   1376;  0.0155;   48.0;   90.0;  3.60e-01;
         7;  0.0000;   1;    131;  0.0677;  100.0;  100.0;  9.23e-07;
         7;  0.0000;   3;      6;  0.0090;  100.0;  100.0;  1.23e-11;
         7;  0.0000;   7;   1751;  0.0179;  100.0;  100.0;  8.37e-04;
         7;  0.0100;   1;     72;  0.0462;   99.6;  100.0;  3.22e-02;
         7;  0.0100;   3;     50;  0.0305;   99.6;  100.0;  3.22e-02;
         7;  0.0100;   7;   1376;  0.0156;  100.0;  100.0;  3.47e-02;
         7;  0.1000;   1;     25;  0.0233;   99.6;   99.2;  1.03e-01;
         7;  0.1000;   3;     15;  0.0175;   99.6;   99.2;  1.03e-01;
         7;  0.1000;   7;   1376;  0.0155;   90.8;   99.2;  1.58e-01;
         8;  0.0000;   1;   1001;  0.4506;  100.0;   96.4;  1.38e-05;
         8;  0.0000;   3;   1001;  0.2785;   98.4;   97.2;  1.10e-02;
         8;  0.0000;   7;   1626;  0.0177;   98.0;   98.4;  1.89e-02;
         8;  0.0100;   1;    261;  0.1268;   97.6;   96.4;  8.14e-02;
         8;  0.0100;   3;     52;  0.0306;   97.6;   96.4;  8.14e-02;
         8;  0.0100;   7;   2626;  0.0236;   96.4;   98.0;  9.98e-02;
         8;  0.1000;   1;     50;  0.0377;   91.6;   82.8;  1.69e-01;
         8;  0.1000;   3;     18;  0.0202;   91.6;   82.8;  1.69e-01;
         8;  0.1000;   7;   2876;  0.0248;   48.0;   90.4;  4.82e-01;
         9;  0.0000;   1;    982;  0.4490;  100.0;   96.8;  1.54e-06;
         9;  0.0000;   3;     43;  0.0245;   99.2;   97.6;  8.00e-03;
         9;  0.0000;   7;   2126;  0.0202;   93.6;   98.8;  3.85e-02;
         9;  0.0100;   1;    203;  0.1023;   99.2;   98.0;  6.31e-02;
         9;  0.0100;   3;     46;  0.0286;   99.2;   98.0;  6.31e-02;
         9;  0.0100;   7;   1751;  0.0177;   97.2;   99.2;  8.41e-02;
         9;  0.1000;   1;     52;  0.0368;   96.8;   95.2;  1.56e-01;
         9;  0.1000;   3;     18;  0.0192;   96.8;   95.2;  1.56e-01;
         9;  0.1000;   7;   1751;  0.0177;   48.0;   90.4;  3.73e-01;
         0;  0.0000;   1;    355;  0.1724;  100.0;   99.2;  1.33e-06;
         0;  0.0000;   3;     23;  0.0161;  100.0;   98.8;  1.93e-10;
         0;  0.0000;   7;   1751;  0.0179;  100.0;   99.6;  1.15e-03;
         0;  0.0100;   1;    174;  0.0890;  100.0;   99.6;  5.16e-02;
         0;  0.0100;   3;     52;  0.0318;  100.0;   99.6;  5.16e-02;
         0;  0.0100;   7;   2876;  0.0244;   94.8;   99.6;  9.37e-02;
         0;  0.1000;   1;     35;  0.0289;   98.8;   96.4;  1.39e-01;
         0;  0.1000;   3;     19;  0.0198;   98.8;   96.4;  1.39e-01;
         0;  0.1000;   7;   2251;  0.0206;   88.0;   98.4;  2.03e-01;
